genie_g,ARI_mean,ARI_median,ARI_std,external_mean,external_median,external_std
0.1,0.6800022739299898,0.8124172785435686,0.33968169373204177,0.7248018229188262,0.8180851033908162,0.29530033422318375
0.3,0.739787050426024,0.8988358642156503,0.28869896722887967,0.7699895317262058,0.9084806632967903,0.26276852403993484
0.5,0.7273093273767394,0.8124172785435686,0.29923016502589594,0.7558832531445817,0.8400080032662943,0.2704667390666439
0.7,0.6002462760001647,0.584753915246741,0.3485588938501781,0.6444945327815137,0.6764406266198577,0.320756693949512
0.9,0.3929844209850175,0.17375156134982647,0.42738609889496576,0.4332620378609652,0.2630001047260216,0.408523408953618
